Aurora,PostgreSQL,db.t2.medium,db.t4g.medium
Aurora,PostgreSQL,db.t3.medium,None
Aurora,PostgreSQL,db.t3.large,db.t4g.large
Aurora,PostgreSQL,db.r4.large,db.r6g.large
Aurora,PostgreSQL,db.r4.xlarge,db.r6g.xlarge
Aurora,PostgreSQL,db.r4.2xlarge,db.r6g.2xlarge
Aurora,PostgreSQL,db.r4.4xlarge,db.r6g.4xlarge
Aurora,PostgreSQL,db.r4.8xlarge,db.r6g.8xlarge
Aurora,PostgreSQL,db.r4.16xlarge,db.r6g.16xlarge
Aurora,PostgreSQL,db.r5.large,db.r6g.large
Aurora,PostgreSQL,db.r5.xlarge,db.r6g.xlarge
Aurora,PostgreSQL,db.r5.2xlarge,db.r6g.2xlarge
Aurora,PostgreSQL,db.r5.4xlarge,db.r6g.4xlarge
Aurora,PostgreSQL,db.r5.8xlarge,db.r6g.8xlarge
Aurora,PostgreSQL,db.r5.12xlarge,db.r6g.12xlarge
Aurora,PostgreSQL,db.r5.16xlarge,db.r6g.16xlarge
Aurora,PostgreSQL,db.r5.24xlarge,None
Aurora,MySQL,db.t2.small,None
Aurora,MySQL,db.t2.medium,db.t4g.medium
Aurora,MySQL,db.t3.small,None
Aurora,MySQL,db.t3.medium,db.t4g.medium
Aurora,MySQL,db.t3.large,db.t4g.large
Aurora,MySQL,db.r3.large,db.r6g.large
Aurora,MySQL,db.r3.xlarge,db.r6g.xlarge
Aurora,MySQL,db.r3.2xlarge,db.r6g.2xlarge
Aurora,MySQL,db.r3.4xlarge,db.r6g.4xlarge
Aurora,MySQL,db.r3.8xlarge,db.r6g.8xlarge
Aurora,MySQL,db.r4.large,db.r6g.large
Aurora,MySQL,db.r4.xlarge,db.r6g.xlarge
Aurora,MySQL,db.r4.2xlarge,db.r6g.2xlarge
Aurora,MySQL,db.r4.4xlarge,db.r6g.4xlarge
Aurora,MySQL,db.r4.8xlarge,db.r6g.8xlarge
Aurora,MySQL,db.r4.16xlarge,db.r6g.16xlarge
Aurora,MySQL,db.r5.large,db.r6g.large
Aurora,MySQL,db.r5.xlarge,db.r6g.xlarge
Aurora,MySQL,db.r5.2xlarge,db.r6g.2xlarge
Aurora,MySQL,db.r5.4xlarge,db.r6g.4xlarge
Aurora,MySQL,db.r5.8xlarge,db.r6g.8xlarge
Aurora,MySQL,db.r5.12xlarge,db.r6g.12xlarge
Aurora,MySQL,db.r5.16xlarge,db.r6g.16xlarge
Aurora,MySQL,db.r5.24xlarge,None
AmazonRDS,PostgreSQL,db.t2.micro,db.t4g.micro
AmazonRDS,PostgreSQL,db.t2.small,db.t4g.small
AmazonRDS,PostgreSQL,db.t2.medium,db.t4g.medium
AmazonRDS,PostgreSQL,db.t2.large,db.t4g.large
AmazonRDS,PostgreSQL,db.t2.xlarge,db.t4g.xlarge
AmazonRDS,PostgreSQL,db.t2.2xlarge,db.t4g.2xlarge
AmazonRDS,PostgreSQL,db.t3.micro,db.t4g.micro
AmazonRDS,PostgreSQL,db.t3.small,db.t4g.small
AmazonRDS,PostgreSQL,db.t3.medium,db.t4g.medium
AmazonRDS,PostgreSQL,db.t3.large,db.t4g.large
AmazonRDS,PostgreSQL,db.t3.xlarge,db.t4g.xlarge
AmazonRDS,PostgreSQL,db.t3.2xlarge,db.t4g.2xlarge
AmazonRDS,PostgreSQL,db.m3.medium,None
AmazonRDS,PostgreSQL,db.m3.large,db.m6g.large
AmazonRDS,PostgreSQL,db.m3.xlarge,db.m6g.xlarge
AmazonRDS,PostgreSQL,db.m3.2xlarge,db.m6g.2xlarge
AmazonRDS,PostgreSQL,db.m3.4xlarge,db.m6g.4xlarge
AmazonRDS,PostgreSQL,db.m3.10xlarge,db.m6g.10xlarge
AmazonRDS,PostgreSQL,db.m3.16xlarge,db.m6g.16xlarge
AmazonRDS,PostgreSQL,db.m4.large,db.m6g.large
AmazonRDS,PostgreSQL,db.m4.xlarge,db.m6g.xlarge
AmazonRDS,PostgreSQL,db.m4.2xlarge,db.m6g.2xlarge
AmazonRDS,PostgreSQL,db.m4.4xlarge,db.m6g.4xlarge
AmazonRDS,PostgreSQL,db.m4.10xlarge,db.m6g.10xlarge
AmazonRDS,PostgreSQL,db.m4.16xlarge,db.m6g.16xlarge
AmazonRDS,PostgreSQL,db.m5.large,db.m6g.large
AmazonRDS,PostgreSQL,db.m5.xlarge,db.m6g.xlarge
AmazonRDS,PostgreSQL,db.m5.2xlarge,db.m6g.2xlarge
AmazonRDS,PostgreSQL,db.m5.4xlarge,db.m6g.4xlarge
AmazonRDS,PostgreSQL,db.m5.8xlarge,db.m6g.8xlarge
AmazonRDS,PostgreSQL,db.m5.12xlarge,db.m6g.12xlarge
AmazonRDS,PostgreSQL,db.m5.16xlarge,db.m6g.16xlarge
AmazonRDS,PostgreSQL,db.m5.24xlarge,None
AmazonRDS,PostgreSQL,db.r3.large,db.r6g.large
AmazonRDS,PostgreSQL,db.r3.xlarge,db.r6g.xlarge
AmazonRDS,PostgreSQL,db.r3.2xlarge,db.r6g.2xlarge
AmazonRDS,PostgreSQL,db.r3.4xlarge,db.r6g.4xlarge
AmazonRDS,PostgreSQL,db.r3.8xlarge,db.r6g.8xlarge
AmazonRDS,PostgreSQL,db.r4.large,db.r6g.large
AmazonRDS,PostgreSQL,db.r4.xlarge,db.r6g.xlarge
AmazonRDS,PostgreSQL,db.r4.2xlarge,db.r6g.2xlarge
AmazonRDS,PostgreSQL,db.r4.4xlarge,db.r6g.4xlarge
AmazonRDS,PostgreSQL,db.r4.8xlarge,db.r6g.8xlarge
AmazonRDS,PostgreSQL,db.r4.16xlarge,db.r6g.16xlarge
AmazonRDS,PostgreSQL,db.r5.large,db.r6g.large
AmazonRDS,PostgreSQL,db.r5.xlarge,db.r6g.xlarge
AmazonRDS,PostgreSQL,db.r5.2xlarge,db.r6g.2xlarge
AmazonRDS,PostgreSQL,db.r5.4xlarge,db.r6g.4xlarge
AmazonRDS,PostgreSQL,db.r5.8xlarge,db.r6g.8xlarge
AmazonRDS,PostgreSQL,db.r5.12xlarge,db.r6g.12xlarge
AmazonRDS,PostgreSQL,db.r5.16xlarge,db.r6g.16xlarge
AmazonRDS,PostgreSQL,db.r5.24xlarge,None
AmazonRDS,PostgreSQL,db.r5b.large,db.r6gd.large
AmazonRDS,PostgreSQL,db.r5b.xlarge,db.r6gd.xlarge
AmazonRDS,PostgreSQL,db.r5b.2xlarge,db.r6gd.2xlarge
AmazonRDS,PostgreSQL,db.r5b.4xlarge,db.r6gd.4xlarge
AmazonRDS,PostgreSQL,db.r5b.8xlarge,db.r6gd.8xlarge
AmazonRDS,PostgreSQL,db.r5b.12xlarge,db.r6gd.12xlarge
AmazonRDS,PostgreSQL,db.r5b.16xlarge,db.r6gd.16xlarge
AmazonRDS,PostgreSQL,db.r5b.24xlarge,None
AmazonRDS,MySQL,db.t2.micro,db.t4g.micro
AmazonRDS,MySQL,db.t2.small,db.t4g.small
AmazonRDS,MySQL,db.t2.medium,db.t4g.medium
AmazonRDS,MySQL,db.t2.large,db.t4g.large
AmazonRDS,MySQL,db.t2.xlarge,db.t4g.xlarge
AmazonRDS,MySQL,db.t2.2xlarge,db.t4g.2xlarge
AmazonRDS,MySQL,db.t3.micro,db.t4g.micro
AmazonRDS,MySQL,db.t3.small,db.t4g.small
AmazonRDS,MySQL,db.t3.medium,db.t4g.medium
AmazonRDS,MySQL,db.t3.large,db.t4g.large
AmazonRDS,MySQL,db.t3.xlarge,db.t4g.xlarge
AmazonRDS,MySQL,db.t3.2xlarge,db.t4g.2xlarge
AmazonRDS,MySQL,db.m3.medium,None
AmazonRDS,MySQL,db.m3.large,db.m6g.large
AmazonRDS,MySQL,db.m3.xlarge,db.m6g.xlarge
AmazonRDS,MySQL,db.m3.2xlarge,db.m6g.2xlarge
AmazonRDS,MySQL,db.m3.4xlarge,db.m6g.4xlarge
AmazonRDS,MySQL,db.m3.10xlarge,db.m6g.10xlarge
AmazonRDS,MySQL,db.m3.16xlarge,db.m6g.16xlarge
AmazonRDS,MySQL,db.m4.large,db.m6g.large
AmazonRDS,MySQL,db.m4.xlarge,db.m6g.xlarge
AmazonRDS,MySQL,db.m4.2xlarge,db.m6g.2xlarge
AmazonRDS,MySQL,db.m4.4xlarge,db.m6g.4xlarge
AmazonRDS,MySQL,db.m4.10xlarge,db.m6g.10xlarge
AmazonRDS,MySQL,db.m4.16xlarge,db.m6g.16xlarge
AmazonRDS,MySQL,db.m5.large,db.m6g.large
AmazonRDS,MySQL,db.m5.xlarge,db.m6g.xlarge
AmazonRDS,MySQL,db.m5.2xlarge,db.m6g.2xlarge
AmazonRDS,MySQL,db.m5.4xlarge,db.m6g.4xlarge
AmazonRDS,MySQL,db.m5.8xlarge,db.m6g.8xlarge
AmazonRDS,MySQL,db.m5.12xlarge,db.m6g.12xlarge
AmazonRDS,MySQL,db.m5.16xlarge,db.m6g.16xlarge
AmazonRDS,MySQL,db.m5.24xlarge,None
AmazonRDS,MySQL,db.r3.large,db.r6g.large
AmazonRDS,MySQL,db.r3.xlarge,db.r6g.xlarge
AmazonRDS,MySQL,db.r3.2xlarge,db.r6g.2xlarge
AmazonRDS,MySQL,db.r3.4xlarge,db.r6g.4xlarge
AmazonRDS,MySQL,db.r3.8xlarge,db.r6g.8xlarge
AmazonRDS,MySQL,db.r4.large,db.r6g.large
AmazonRDS,MySQL,db.r4.xlarge,db.r6g.xlarge
AmazonRDS,MySQL,db.r4.2xlarge,db.r6g.2xlarge
AmazonRDS,MySQL,db.r4.4xlarge,db.r6g.4xlarge
AmazonRDS,MySQL,db.r4.8xlarge,db.r6g.8xlarge
AmazonRDS,MySQL,db.r4.16xlarge,db.r6g.16xlarge
AmazonRDS,MySQL,db.r5.large,db.r6g.large
AmazonRDS,MySQL,db.r5.xlarge,db.r6g.xlarge
AmazonRDS,MySQL,db.r5.2xlarge,db.r6g.2xlarge
AmazonRDS,MySQL,db.r5.4xlarge,db.r6g.4xlarge
AmazonRDS,MySQL,db.r5.8xlarge,db.r6g.8xlarge
AmazonRDS,MySQL,db.r5.12xlarge,db.r6g.12xlarge
AmazonRDS,MySQL,db.r5.16xlarge,db.r6g.16xlarge
AmazonRDS,MySQL,db.r5.24xlarge,None
AmazonRDS,MySQL,db.r5b.large,db.r6gd.large
AmazonRDS,MySQL,db.r5b.xlarge,db.r6gd.xlarge
AmazonRDS,MySQL,db.r5b.2xlarge,db.r6gd.2xlarge
AmazonRDS,MySQL,db.r5b.4xlarge,db.r6gd.4xlarge
AmazonRDS,MySQL,db.r5b.8xlarge,db.r6gd.8xlarge
AmazonRDS,MySQL,db.r5b.12xlarge,db.r6gd.12xlarge
AmazonRDS,MySQL,db.r5b.16xlarge,db.r6gd.16xlarge
AmazonRDS,MySQL,db.r5b.24xlarge,None
AmazonRDS,MariaDB,db.t2.micro,db.t4g.micro
AmazonRDS,MariaDB,db.t2.small,db.t4g.small
AmazonRDS,MariaDB,db.t2.medium,db.t4g.medium
AmazonRDS,MariaDB,db.t2.large,db.t4g.large
AmazonRDS,MariaDB,db.t2.xlarge,db.t4g.xlarge
AmazonRDS,MariaDB,db.t2.2xlarge,db.t4g.2xlarge
AmazonRDS,MariaDB,db.t3.micro,db.t4g.micro
AmazonRDS,MariaDB,db.t3.small,db.t4g.small
AmazonRDS,MariaDB,db.t3.medium,db.t4g.medium
AmazonRDS,MariaDB,db.t3.large,db.t4g.large
AmazonRDS,MariaDB,db.t3.xlarge,db.t4g.xlarge
AmazonRDS,MariaDB,db.t3.2xlarge,db.t4g.2xlarge
AmazonRDS,MariaDB,db.m3.medium,None
AmazonRDS,MariaDB,db.m3.large,db.m6g.large
AmazonRDS,MariaDB,db.m3.xlarge,db.m6g.xlarge
AmazonRDS,MariaDB,db.m3.2xlarge,db.m6g.2xlarge
AmazonRDS,MariaDB,db.m3.4xlarge,db.m6g.4xlarge
AmazonRDS,MariaDB,db.m3.10xlarge,db.m6g.10xlarge
AmazonRDS,MariaDB,db.m3.16xlarge,db.m6g.16xlarge
AmazonRDS,MariaDB,db.m4.large,db.m6g.large
AmazonRDS,MariaDB,db.m4.xlarge,db.m6g.xlarge
AmazonRDS,MariaDB,db.m4.2xlarge,db.m6g.2xlarge
AmazonRDS,MariaDB,db.m4.4xlarge,db.m6g.4xlarge
AmazonRDS,MariaDB,db.m4.10xlarge,db.m6g.10xlarge
AmazonRDS,MariaDB,db.m4.16xlarge,db.m6g.16xlarge
AmazonRDS,MariaDB,db.m5.large,db.m6g.large
AmazonRDS,MariaDB,db.m5.xlarge,db.m6g.xlarge
AmazonRDS,MariaDB,db.m5.2xlarge,db.m6g.2xlarge
AmazonRDS,MariaDB,db.m5.4xlarge,db.m6g.4xlarge
AmazonRDS,MariaDB,db.m5.8xlarge,db.m6g.8xlarge
AmazonRDS,MariaDB,db.m5.12xlarge,db.m6g.12xlarge
AmazonRDS,MariaDB,db.m5.16xlarge,db.m6g.16xlarge
AmazonRDS,MariaDB,db.m5.24xlarge,None
AmazonRDS,MariaDB,db.r3.large,db.r6g.large
AmazonRDS,MariaDB,db.r3.xlarge,db.r6g.xlarge
AmazonRDS,MariaDB,db.r3.2xlarge,db.r6g.2xlarge
AmazonRDS,MariaDB,db.r3.4xlarge,db.r6g.4xlarge
AmazonRDS,MariaDB,db.r3.8xlarge,db.r6g.8xlarge
AmazonRDS,MariaDB,db.r4.large,db.r6g.large
AmazonRDS,MariaDB,db.r4.xlarge,db.r6g.xlarge
AmazonRDS,MariaDB,db.r4.2xlarge,db.r6g.2xlarge
AmazonRDS,MariaDB,db.r4.4xlarge,db.r6g.4xlarge
AmazonRDS,MariaDB,db.r4.8xlarge,db.r6g.8xlarge
AmazonRDS,MariaDB,db.r4.16xlarge,db.r6g.16xlarge
AmazonRDS,MariaDB,db.r5.large,db.r6g.large
AmazonRDS,MariaDB,db.r5.xlarge,db.r6g.xlarge
AmazonRDS,MariaDB,db.r5.2xlarge,db.r6g.2xlarge
AmazonRDS,MariaDB,db.r5.4xlarge,db.r6g.4xlarge
AmazonRDS,MariaDB,db.r5.8xlarge,db.r6g.8xlarge
AmazonRDS,MariaDB,db.r5.12xlarge,db.r6g.12xlarge
AmazonRDS,MariaDB,db.r5.16xlarge,db.r6g.16xlarge
AmazonRDS,MariaDB,db.r5.24xlarge,None